IBGE,IBGE7,UF,Município,Região,População 2020,Capital,Diário Oficial público?,Disponível desde (data),Link para o DO,Formato,Navegação
171875,1718758,TO,Rio Sono,Região Norte,6488,,,,,,
171880,1718808,TO,Sampaio,Região Norte,4794,,,,,,
171884,1718840,TO,Sandolândia,Região Norte,3373,,,,,,
171886,1718865,TO,Santa fé do Araguaia,Região Norte,7595,,,,,,
171888,1718881,TO,Santa Maria do Tocantins,Região Norte,3486,,,,,,
171889,1718899,TO,Santa Rita do Tocantins,Região Norte,2386,,,,,,
171890,1718907,TO,Santa Rosa do Tocantins,Região Norte,4846,,,,,,
171900,1719004,TO,Santa Tereza do Tocantins,Região Norte,2897,,,,,,
172000,1720002,TO,Santa Terezinha do Tocantins,Região Norte,2530,,,,,,
172010,1720101,TO,São Bento do Tocantins,Região Norte,5391,,,,,,
172015,1720150,TO,São Félix do Tocantins,Região Norte,1598,,,,,,
172020,1720200,TO,São Miguel do Tocantins,Região Norte,12294,,,,,,
172025,1720259,TO,São Salvador do Tocantins,Região Norte,3094,,,,,,
172030,1720309,TO,São Sebastião do Tocantins,Região Norte,4852,,,,,,
172049,1720499,TO,São Valério da Natividade,Região Norte,3904,,,,,,
172065,1720655,TO,Silvanópolis,Região Norte,5428,,,,,,
172080,1720804,TO,Sítio Novo do Tocantins,Região Norte,8997,,,,,,
172085,1720853,TO,Sucupira,Região Norte,1986,,,,,,
172090,1720903,TO,Taguatinga,Região Norte,16825,,,,,,
172093,1720937,TO,Taipas do Tocantins,Região Norte,2166,,,,,,
172097,1720978,TO,Talismã,Região Norte,2812,,,,,,
172100,1721000,TO,Palmas,Região Norte,306296,Capital,,,,,
172110,1721109,TO,Tocantínia,Região Norte,7617,,,,,,
172120,1721208,TO,Tocantinópolis,Região Norte,22845,,,,,,
172125,1721257,TO,Tupirama,Região Norte,1922,,,,,,
172130,1721307,TO,Tupiratins,Região Norte,2729,,,,,,
172208,1722081,TO,Wanderlândia,Região Norte,11734,,,,,,
172210,1722107,TO,Xambioá,Região Norte,11520,,,,,,
210005,2100055,MA,Açailândia,Região Nordeste,113121,,,,,,
210010,2100105,MA,Afonso Cunha,Região Nordeste,6578,,,,,,
210015,2100154,MA,Água Doce do Maranhão,Região Nordeste,12652,,,,,,
210020,2100204,MA,Alcântara,Região Nordeste,22112,,,,,,
210030,2100303,MA,Aldeias Altas,Região Nordeste,26757,,,,,,
210040,2100402,MA,Altamira do Maranhão,Região Nordeste,8189,,,,,,
210043,2100436,MA,Alto Alegre do Maranhão,Região Nordeste,27858,,,,,,
210047,2100477,MA,Alto Alegre do Pindaré,Região Nordeste,31943,,,,,,
210050,2100501,MA,Alto Parnaíba,Região Nordeste,11212,,,,,,
210055,2100550,MA,Amapá do Maranhão,Região Nordeste,7005,,,,,,
210060,2100600,MA,Amarante do Maranhão,Região Nordeste,41729,,,,,,
210070,2100709,MA,Anajatuba,Região Nordeste,26988,,,,,,
210080,2100808,MA,Anapurus,Região Nordeste,15894,,,,,,
210083,2100832,MA,Apicum-açu,Região Nordeste,17413,,,,,,
210087,2100873,MA,Araguanã,Região Nordeste,15551,,,,,,
210090,2100907,MA,Araioses,Região Nordeste,46771,,,,,,
210095,2100956,MA,Arame,Região Nordeste,32764,,,,,,
210100,2101004,MA,Arari,Região Nordeste,29932,,,,,,
210110,2101103,MA,Axixá,Região Nordeste,12183,,,,,,
210120,2101202,MA,Bacabal,Região Nordeste,104790,,,,,,
210125,2101251,MA,Bacabeira,Região Nordeste,17252,,,,,,
210130,2101301,MA,Bacuri,Região Nordeste,18654,,,,,,
210135,2101350,MA,Bacurituba,Região Nordeste,5670,,,,,,
210140,2101400,MA,Balsas,Região Nordeste,95929,,,,,,
210150,2101509,MA,Barão de Grajaú,Região Nordeste,18924,,,,,,
210160,2101608,MA,Barra do Corda,Região Nordeste,88492,,,,,,
210170,2101707,MA,Barreirinhas,Região Nordeste,63217,,,,,,
210173,2101731,MA,Belágua,Região Nordeste,7528,,,,,,
210177,2101772,MA,Bela Vista do Maranhão,Região Nordeste,11279,,,,,,
210180,2101806,MA,Benedito Leite,Região Nordeste,5638,,,,,,
210190,2101905,MA,Bequimão,Região Nordeste,21299,,,,,,
210193,2101939,MA,Bernardo do Mearim,Região Nordeste,6073,,,,,,
210197,2101970,MA,Boa Vista do Gurupi,Região Nordeste,8382,,,,,,
210200,2102002,MA,Bom Jardim,Região Nordeste,41822,,,,,,
210203,2102036,MA,Bom Jesus Das Selvas,Região Nordeste,34567,,,,,,
210207,2102077,MA,Bom Lugar,Região Nordeste,16438,,,,,,
210210,2102101,MA,Brejo,Região Nordeste,36651,,,,,,
210215,2102150,MA,Brejo de Areia,Região Nordeste,9014,,,,,,
210220,2102200,MA,Buriti,Região Nordeste,28798,,,,,,
210230,2102309,MA,Buriti Bravo,Região Nordeste,23939,,,,,,
210232,2102325,MA,Buriticupu,Região Nordeste,72983,,,,,,
210235,2102358,MA,Buritirana,Região Nordeste,15467,,,,,,
210237,2102374,MA,Cachoeira Grande,Região Nordeste,9478,,,,,,
210240,2102408,MA,Cajapió,Região Nordeste,11216,,,,,,
210250,2102507,MA,Cajari,Região Nordeste,19451,,,,,,
210255,2102556,MA,Campestre do Maranhão,Região Nordeste,14453,,,,,,
210260,2102606,MA,Cândido Mendes,Região Nordeste,20278,,,,,,
210270,2102705,MA,Cantanhede,Região Nordeste,22117,,,,,,
210275,2102754,MA,Capinzal do Norte,Região Nordeste,10935,,,,,,
210280,2102804,MA,Carolina,Região Nordeste,24165,,,,,,
210290,2102903,MA,Carutapera,Região Nordeste,23952,,,,,,
210300,2103000,MA,Caxias,Região Nordeste,165525,,,,,,
210310,2103109,MA,Cedral,Região Nordeste,10693,,,,,,
210312,2103125,MA,Central do Maranhão,Região Nordeste,8740,,,,,,
210315,2103158,MA,Centro do Guilherme,Região Nordeste,13670,,,,,,
210317,2103174,MA,Centro Novo do Maranhão,Região Nordeste,21840,,,,,,
210320,2103208,MA,Chapadinha,Região Nordeste,80195,,,,,,
210325,2103257,MA,Cidelândia,Região Nordeste,14777,,,,,,
210330,2103307,MA,Codó,Região Nordeste,123116,,,,,,
210340,2103406,MA,Coelho Neto,Região Nordeste,49621,,,,,,
210350,2103505,MA,Colinas,Região Nordeste,41312,,,,,,
210355,2103554,MA,Conceição do Lago-açu,Região Nordeste,16400,,,,,,
210360,2103604,MA,Coroatá,Região Nordeste,65544,,,,,,
210370,2103703,MA,Cururupu,Região Nordeste,32626,,,,,,
210375,2103752,MA,Davinópolis,Região Nordeste,12916,,,,,,
210380,2103802,MA,Dom Pedro,Região Nordeste,23372,,,,,,
210390,2103901,MA,Duque Bacelar,Região Nordeste,11401,,,,,,
210400,2104008,MA,Esperantinópolis,Região Nordeste,17104,,,,,,
210405,2104057,MA,Estreito,Região Nordeste,42527,,,,,,
210407,2104073,MA,Feira Nova do Maranhão,Região Nordeste,8484,,,,,,
210408,2104081,MA,Fernando Falcão,Região Nordeste,10460,,,,,,
210409,2104099,MA,Formosa da Serra Negra,Região Nordeste,19258,,,,,,
210410,2104107,MA,Fortaleza Dos Nogueiras,Região Nordeste,12647,,,,,,
210420,2104206,MA,Fortuna,Região Nordeste,15567,,,,,,
210430,2104305,MA,Godofredo Viana,Região Nordeste,11963,,,,,,
210440,2104404,MA,Gonçalves Dias,Região Nordeste,17944,,,,,,
210450,2104503,MA,Governador Archer,Região Nordeste,10886,,,,,,
210455,2104552,MA,Governador Edison Lobão,Região Nordeste,18520,,,,,,
210460,2104602,MA,Governador Eugênio Barros,Região Nordeste,16882,,,,,,
210462,2104628,MA,Governador Luiz Rocha,Região Nordeste,7841,,,,,,
210465,2104651,MA,Governador Newton Bello,Região Nordeste,10151,,,,,,
210467,2104677,MA,Governador Nunes Freire,Região Nordeste,25539,,,,,,
210470,2104701,MA,Graça Aranha,Região Nordeste,6261,,,,,,
210480,2104800,MA,Grajaú,Região Nordeste,70065,,,,,,
210490,2104909,MA,Guimarães,Região Nordeste,11997,,,,,,
210500,2105005,MA,Humberto de Campos,Região Nordeste,28932,,,,,,
210510,2105104,MA,Icatu,Região Nordeste,27269,,,,,,
210515,2105153,MA,Igarapé do Meio,Região Nordeste,14324,,,,,,
210520,2105203,MA,Igarapé Grande,Região Nordeste,11387,,,,,,
210530,2105302,MA,Imperatriz,Região Nordeste,259337,,,,,,
210535,2105351,MA,Itaipava do Grajaú,Região Nordeste,16005,,,,,,
210540,2105401,MA,Itapecuru Mirim,Região Nordeste,68723,,,,,,
210542,2105427,MA,Itinga do Maranhão,Região Nordeste,26068,,,,,,
210545,2105450,MA,Jatobá,Região Nordeste,10310,,,,,,
210547,2105476,MA,Jenipapo Dos Vieiras,Região Nordeste,17040,,,,,,
210550,2105500,MA,João Lisboa,Região Nordeste,23740,,,,,,
210560,2105609,MA,Joselândia,Região Nordeste,16198,,,,,,
210565,2105658,MA,Junco do Maranhão,Região Nordeste,4392,,,,,,
210570,2105708,MA,Lago da Pedra,Região Nordeste,50616,,,,,,
210580,2105807,MA,Lago do Junco,Região Nordeste,10869,,,,,,
210590,2105906,MA,Lago Verde,Região Nordeste,16314,,,,,,
210592,2105922,MA,Lagoa do Mato,Região Nordeste,11265,,,,,,
210594,2105948,MA,Lago Dos Rodrigues,Região Nordeste,8857,,,,,,
210596,2105963,MA,Lagoa Grande do Maranhão,Região Nordeste,11464,,,,,,
210598,2105989,MA,Lajeado Novo,Região Nordeste,7602,,,,,,
210600,2106003,MA,Lima Campos,Região Nordeste,11918,,,,,,
210610,2106102,MA,Loreto,Região Nordeste,12214,,,,,,
210620,2106201,MA,Luís Domingues,Região Nordeste,6984,,,,,,
210630,2106300,MA,Magalhães de Almeida,Região Nordeste,20029,,,,,,
210632,2106326,MA,Maracaçumé,Região Nordeste,21586,,,,,,
210635,2106359,MA,Marajá do Sena,Região Nordeste,7775,,,,,,
210637,2106375,MA,Maranhãozinho,Região Nordeste,16511,,,,,,
210640,2106409,MA,Mata Roma,Região Nordeste,16977,,,,,,
210650,2106508,MA,Matinha,Região Nordeste,23482,,,,,,
210660,2106607,MA,Matões,Região Nordeste,33943,,,,,,
210663,2106631,MA,Matões do Norte,Região Nordeste,17033,,,,,,
210667,2106672,MA,Milagres do Maranhão,Região Nordeste,8483,,,,,,
210670,2106706,MA,Mirador,Região Nordeste,21031,,,,,,
210675,2106755,MA,Miranda do Norte,Região Nordeste,28754,,,,,,
210680,2106805,MA,Mirinzal,Região Nordeste,15011,,,,,,
210690,2106904,MA,Monção,Região Nordeste,33664,,,,,,
210700,2107001,MA,Montes Altos,Região Nordeste,9111,,,,,,
210710,2107100,MA,Morros,Região Nordeste,19572,,,,,,
210720,2107209,MA,Nina Rodrigues,Região Nordeste,14642,,,,,,
210725,2107258,MA,Nova Colinas,Região Nordeste,5427,,,,,,
210730,2107308,MA,Nova Iorque,Região Nordeste,4682,,,,,,
210735,2107357,MA,Nova Olinda do Maranhão,Região Nordeste,21080,,,,,,
210740,2107407,MA,Olho D´água Das Cunhãs,Região Nordeste,19561,,,,,,
210745,2107456,MA,Olinda Nova do Maranhão,Região Nordeste,14836,,,,,,
210750,2107506,MA,Paço do Lumiar,Região Nordeste,123747,,,,,,
210760,2107605,MA,Palmeirândia,Região Nordeste,19781,,,,,,
210770,2107704,MA,Paraibano,Região Nordeste,21479,,,,,,
210780,2107803,MA,Parnarama,Região Nordeste,35008,,,,,,
210790,2107902,MA,Passagem Franca,Região Nordeste,19137,,,,,,
210800,2108009,MA,Pastos Bons,Região Nordeste,19583,,,,,,
210805,2108058,MA,Paulino Neves,Região Nordeste,16166,,,,,,
210810,2108108,MA,Paulo Ramos,Região Nordeste,21066,,,,,,
210820,2108207,MA,Pedreiras,Região Nordeste,39191,,,,,,
210825,2108256,MA,Pedro do Rosário,Região Nordeste,25354,,,,,,
210830,2108306,MA,Penalva,Região Nordeste,38731,,,,,,
210840,2108405,MA,Peri Mirim,Região Nordeste,14345,,,,,,
210845,2108454,MA,Peritoró,Região Nordeste,23364,,,,,,
210850,2108504,MA,Pindaré-mirim,Região Nordeste,33065,,,,,,
210860,2108603,MA,Pinheiro,Região Nordeste,83777,,,,,,
210870,2108702,MA,Pio Xii,Região Nordeste,21379,,,,,,
210880,2108801,MA,Pirapemas,Região Nordeste,18720,,,,,,
210890,2108900,MA,Poção de Pedras,Região Nordeste,17595,,,,,,
210900,2109007,MA,Porto Franco,Região Nordeste,24092,,,,,,
210905,2109056,MA,Porto Rico do Maranhão,Região Nordeste,5955,,,,,,
210910,2109106,MA,Presidente Dutra,Região Nordeste,48036,,,,,,
210920,2109205,MA,Presidente Juscelino,Região Nordeste,12838,,,,,,
210923,2109239,MA,Presidente Médici,Região Nordeste,7070,,,,,,
210927,2109270,MA,Presidente Sarney,Região Nordeste,19069,,,,,,
210930,2109304,MA,Presidente Vargas,Região Nordeste,11261,,,,,,
210940,2109403,MA,Primeira Cruz,Região Nordeste,15431,,,,,,
210945,2109452,MA,Raposa,Região Nordeste,31177,,,,,,
210950,2109502,MA,Riachão,Região Nordeste,20334,,,,,,
210955,2109551,MA,Ribamar Fiquene,Região Nordeste,7825,,,,,,
210960,2109601,MA,Rosário,Região Nordeste,42994,,,,,,
210970,2109700,MA,Sambaíba,Região Nordeste,5679,,,,,,
210975,2109759,MA,Santa Filomena do Maranhão,Região Nordeste,7826,,,,,,
210980,2109809,MA,Santa Helena,Região Nordeste,42483,,,,,,
210990,2109908,MA,Santa Inês,Região Nordeste,89489,,,,,,
211000,2110005,MA,Santa Luzia,Região Nordeste,72887,,,,,,
211003,2110039,MA,Santa Luzia do Paruá,Região Nordeste,25371,,,,,,
211010,2110104,MA,Santa Quitéria do Maranhão,Região Nordeste,25764,,,,,,
211020,2110203,MA,Santa Rita,Região Nordeste,38298,,,,,,
211023,2110237,MA,Santana do Maranhão,Região Nordeste,13547,,,,,,
211027,2110278,MA,Santo Amaro do Maranhão,Região Nordeste,16034,,,,,,
211030,2110302,MA,Santo Antônio Dos Lopes,Região Nordeste,14522,,,,,,
211040,2110401,MA,São Benedito do Rio Preto,Região Nordeste,18717,,,,,,
211050,2110500,MA,São Bento,Região Nordeste,45604,,,,,,
211060,2110609,MA,São Bernardo,Região Nordeste,28667,,,,,,
211065,2110658,MA,São Domingos do Azeitão,Região Nordeste,7420,,,,,,
211070,2110708,MA,São Domingos do Maranhão,Região Nordeste,34384,,,,,,
211080,2110807,MA,São Félix de Balsas,Região Nordeste,4562,,,,,,
211085,2110856,MA,São Francisco do Brejão,Região Nordeste,11941,,,,,,
211090,2110906,MA,São Francisco do Maranhão,Região Nordeste,12218,,,,,,
211100,2111003,MA,São João Batista,Região Nordeste,20701,,,,,,
211102,2111029,MA,São João do Carú,Região Nordeste,15787,,,,,,
211105,2111052,MA,São João do Paraíso,Região Nordeste,11193,,,,,,
211107,2111078,MA,São João do Soter,Região Nordeste,18645,,,,,,
211110,2111102,MA,São João Dos Patos,Região Nordeste,25996,,,,,,
211120,2111201,MA,São José de Ribamar,Região Nordeste,179028,,,,,,
211125,2111250,MA,São José Dos Basílios,Região Nordeste,7640,,,,,,
211130,2111300,MA,São Luís,Região Nordeste,1108975,Capital,,,,,
211140,2111409,MA,São Luís Gonzaga do Maranhão,Região Nordeste,18727,,,,,,
211150,2111508,MA,São Mateus do Maranhão,Região Nordeste,41579,,,,,,
211153,2111532,MA,São Pedro da Água Branca,Região Nordeste,12735,,,,,,
211157,2111573,MA,São Pedro Dos Crentes,Região Nordeste,4684,,,,,,
211160,2111607,MA,São Raimundo Das Mangabeiras,Região Nordeste,18980,,,,,,
211163,2111631,MA,São Raimundo do Doca Bezerra,Região Nordeste,5131,,,,,,
211167,2111672,MA,São Roberto,Região Nordeste,6789,,,,,,
211170,2111706,MA,São Vicente Ferrer,Região Nordeste,22350,,,,,,
211172,2111722,MA,Satubinha,Região Nordeste,14096,,,,,,
211174,2111748,MA,Senador Alexandre Costa,Região Nordeste,11214,,,,,,
211176,2111763,MA,Senador la Rocque,Região Nordeste,14050,,,,,,
211178,2111789,MA,Serrano do Maranhão,Região Nordeste,10299,,,,,,
211180,2111805,MA,Sítio Novo,Região Nordeste,18160,,,,,,
211190,2111904,MA,Sucupira do Norte,Região Nordeste,10634,,,,,,
211195,2111953,MA,Sucupira do Riachão,Região Nordeste,5676,,,,,,
211200,2112001,MA,Tasso Fragoso,Região Nordeste,8582,,,,,,
211210,2112100,MA,Timbiras,Região Nordeste,29183,,,,,,
211220,2112209,MA,Timon,Região Nordeste,170222,,,,,,
211223,2112233,MA,Trizidela do Vale,Região Nordeste,22112,,,,,,
211227,2112274,MA,Tufilândia,Região Nordeste,5854,,,,,,
211230,2112308,MA,Tuntum,Região Nordeste,42040,,,,,,
211240,2112407,MA,Turiaçu,Região Nordeste,35709,,,,,,
211245,2112456,MA,Turilândia,Região Nordeste,25868,,,,,,
211250,2112506,MA,Tutóia,Região Nordeste,59398,,,,,,
211260,2112605,MA,Urbano Santos,Região Nordeste,33459,,,,,,
211270,2112704,MA,Vargem Grande,Região Nordeste,57168,,,,,,
211280,2112803,MA,Viana,Região Nordeste,52649,,,,,,
211285,2112852,MA,Vila Nova Dos Martírios,Região Nordeste,13598,,,,,,
211290,2112902,MA,Vitória do Mearim,Região Nordeste,32861,,,,,,
211300,2113009,MA,Vitorino Freire,Região Nordeste,31522,,,,,,
211400,2114007,MA,zé Doca,Região Nordeste,51956,,,,,,
220005,2200053,PI,Acauã,Região Nordeste,7102,,,,,,
220010,2200103,PI,Agricolândia,Região Nordeste,5131,,,,,,
220020,2200202,PI,Água Branca,Região Nordeste,17470,,,,,,
220025,2200251,PI,Alagoinha do Piauí,Região Nordeste,7665,,,,,,
220027,2200277,PI,Alegrete do Piauí,Região Nordeste,4918,,,,,,
220030,2200301,PI,Alto Longá,Região Nordeste,14339,,,,,,
220040,2200400,PI,Altos,Região Nordeste,40605,,,,,,
220045,2200459,PI,Alvorada do Gurguéia,Região Nordeste,5445,,,,,,
220050,2200509,PI,Amarante,Região Nordeste,17604,,,,,,
220060,2200608,PI,Angical do Piauí,Região Nordeste,6783,,,,,,
220070,2200707,PI,Anísio de Abreu,Região Nordeste,9938,,,,,,
220080,2200806,PI,Antônio Almeida,Região Nordeste,3170,,,,,,
220090,2200905,PI,Aroazes,Região Nordeste,5827,,,,,,
220095,2200954,PI,Aroeiras do Itaim,Região Nordeste,2551,,,,,,
220100,2201002,PI,Arraial,Região Nordeste,4720,,,,,,
220105,2201051,PI,Assunção do Piauí,Região Nordeste,7863,,,,,,
220110,2201101,PI,Avelino Lopes,Região Nordeste,11326,,,,,,
220115,2201150,PI,Baixa Grande do Ribeiro,Região Nordeste,11671,,,,,,
220117,2201176,PI,Barra D´alcântara,Região Nordeste,3952,,,,,,
220120,2201200,PI,Barras,Região Nordeste,47185,,,,,,
220130,2201309,PI,Barreiras do Piauí,Região Nordeste,3352,,,,,,
220140,2201408,PI,Barro Duro,Região Nordeste,7027,,,,,,
220150,2201507,PI,Batalha,Região Nordeste,26905,,,,,,
220155,2201556,PI,Bela Vista do Piauí,Região Nordeste,4030,,,,,,
220157,2201572,PI,Belém do Piauí,Região Nordeste,3587,,,,,,
220160,2201606,PI,Beneditinos,Região Nordeste,10473,,,,,,
220170,2201705,PI,Bertolínia,Região Nordeste,5507,,,,,,
220173,2201739,PI,Betânia do Piauí,Região Nordeste,6210,,,,,,
220177,2201770,PI,Boa Hora,Região Nordeste,6815,,,,,,
220180,2201804,PI,Bocaina,Região Nordeste,4505,,,,,,
220190,2201903,PI,Bom Jesus,Região Nordeste,25387,,,,,,
220191,2201919,PI,Bom Princípio do Piauí,Região Nordeste,5651,,,,,,
220192,2201929,PI,Bonfim do Piauí,Região Nordeste,5685,,,,,,
220194,2201945,PI,Boqueirão do Piauí,Região Nordeste,6426,,,,,,
220196,2201960,PI,Brasileira,Região Nordeste,8347,,,,,,
220198,2201988,PI,Brejo do Piauí,Região Nordeste,3848,,,,,,
220200,2202000,PI,Buriti Dos Lopes,Região Nordeste,19807,,,,,,
220202,2202026,PI,Buriti Dos Montes,Região Nordeste,8264,,,,,,
220205,2202059,PI,Cabeceiras do Piauí,Região Nordeste,10630,,,,,,
220207,2202075,PI,Cajazeiras do Piauí,Região Nordeste,3573,,,,,,
220208,2202083,PI,Cajueiro da Praia,Região Nordeste,7674,,,,,,
220209,2202091,PI,Caldeirão Grande do Piauí,Região Nordeste,5781,,,,,,
220210,2202109,PI,Campinas do Piauí,Região Nordeste,5620,,,,,,
220211,2202117,PI,Campo Alegre do Fidalgo,Região Nordeste,5069,,,,,,
220213,2202133,PI,Campo Grande do Piauí,Região Nordeste,5965,,,,,,
220217,2202174,PI,Campo Largo do Piauí,Região Nordeste,7311,,,,,,
220220,2202208,PI,Campo Maior,Região Nordeste,46893,,,,,,
220225,2202251,PI,Canavieira,Região Nordeste,3944,,,,,,
220230,2202307,PI,Canto do Buriti,Região Nordeste,21258,,,,,,
220240,2202406,PI,Capitão de Campos,Região Nordeste,11445,,,,,,
220245,2202455,PI,Capitão Gervásio Oliveira,Região Nordeste,4114,,,,,,
220250,2202505,PI,Caracol,Região Nordeste,10964,,,,,,
220253,2202539,PI,Caraúbas do Piauí,Região Nordeste,5890,,,,,,
220255,2202554,PI,Caridade do Piauí,Região Nordeste,5085,,,,,,
220260,2202604,PI,Castelo do Piauí,Região Nordeste,19715,,,,,,
220265,2202653,PI,Caxingó,Região Nordeste,5451,,,,,,
220270,2202703,PI,Cocal,Região Nordeste,27845,,,,,,
220271,2202711,PI,Cocal de Telha,Região Nordeste,4899,,,,,,
220272,2202729,PI,Cocal Dos Alves,Região Nordeste,6168,,,,,,
220273,2202737,PI,Coivaras,Região Nordeste,4032,,,,,,
220275,2202752,PI,Colônia do Gurguéia,Região Nordeste,6516,,,,,,
220277,2202778,PI,Colônia do Piauí,Região Nordeste,7661,,,,,,
220280,2202802,PI,Conceição do Canindé,Região Nordeste,4807,,,,,,
220285,2202851,PI,Coronel José Dias,Região Nordeste,4685,,,,,,
220290,2202901,PI,Corrente,Região Nordeste,26709,,,,,,
220300,2203008,PI,Cristalândia do Piauí,Região Nordeste,8323,,,,,,
220310,2203107,PI,Cristino Castro,Região Nordeste,10444,,,,,,
220320,2203206,PI,Curimatá,Região Nordeste,11426,,,,,,
220323,2203230,PI,Currais,Região Nordeste,4968,,,,,,
220325,2203255,PI,Curralinhos,Região Nordeste,4459,,,,,,
220327,2203271,PI,Curral Novo do Piauí,Região Nordeste,5367,,,,,,
220330,2203305,PI,Demerval Lobão,Região Nordeste,13840,,,,,,
220335,2203354,PI,Dirceu Arcoverde,Região Nordeste,7029,,,,,,
220340,2203404,PI,Dom Expedito Lopes,Região Nordeste,6922,,,,,,
220342,2203420,PI,Domingos Mourão,Região Nordeste,4354,,,,,,
220345,2203453,PI,Dom Inocêncio,Região Nordeste,9565,,,,,,
220350,2203503,PI,Elesbão Veloso,Região Nordeste,14575,,,,,,
220360,2203602,PI,Eliseu Martins,Região Nordeste,4930,,,,,,
220370,2203701,PI,Esperantina,Região Nordeste,39848,,,,,,
220375,2203750,PI,Fartura do Piauí,Região Nordeste,5319,,,,,,
220380,2203800,PI,Flores do Piauí,Região Nordeste,4462,,,,,,
220385,2203859,PI,Floresta do Piauí,Região Nordeste,2560,,,,,,
220390,2203909,PI,Floriano,Região Nordeste,60025,,,,,,
220400,2204006,PI,Francinópolis,Região Nordeste,5347,,,,,,
220410,2204105,PI,Francisco Ayres,Região Nordeste,4323,,,,,,
220415,2204154,PI,Francisco Macedo,Região Nordeste,3200,,,,,,
220420,2204204,PI,Francisco Santos,Região Nordeste,9372,,,,,,
